Nome,SKU,descrizione,pressione,SDR,categoria,IMMAGINI,SCHEDA DATI,INFO TECNICHE
COLLAR DE DERIVACIÓN CON MANGUITO (TUBERÍAS PE/PVC),517,Collar de manguuito de envueltas para la derivacióin del flujo de conductos PE/PVC.Puede emplearse en modo permanente en conductos de agua incluso potable. El uso de la tornillería inox y un barnizado electrostático de alto espesor lo hacen resistente a la corrosión por un largo período de tiempo.,PN 16 bar,,icoaq|icoap,https://www.macplastsrl.it/2532-thickbox_default/collar-de-derivacin-con-manguito-tuberas-pe-pvc.jpg|https://www.macplastsrl.it/2533-thickbox_default/collar-de-derivacin-con-manguito-tuberas-pe-pvc.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Cascos en fundición esferoidal GJS-500-7 según UNI EN 1563, con rivestimiento protectivo tipo barnizado epoxídico electrostático (RAL 5005) aplicado a polvo enhorno, (sp.250µm), atóxico.  </li><li>Guarnición en EPDM de doble espesor consede laminar de estanqueidad y bordes perfilados conforme con el DM174/2004 para uso en instalaciones de agua potable.   </li><li>Tornillería de apretamiento en acero inox AISI 304.  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Derivación de conductos plásticos como PE/PVC.  </li><li>Derivación roscada según UNI ISO 228-1.    </li><li>Certificado para el uso en instalaciones para agua potable según el D.M. 174 de2004.</li><li>Ensayado con pruebas a presión en taller. </li><li>Aplicación en todas las superficies, incluso rugosas. </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li> Temperatura de uso -10°C / 60°C. No debe exponerse directamente a la radiaciónsolar (para la conservación de la guarni</li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
</ul></div>"
"COLLAR DE DERIVACIÓN SIMPLE (TUBERÍA PE/PVC, ACERO, HIERRO FUNDIDO,",518,"Collar simple para la derivación de flujode conductos en PE/PVC, acero, fundiciónyfibrocemento. Puede emplearse en modo permanente en conductos de agua incluso potable. El uso de la tornillería inox y un barnizado electrostático de alto espesor lo hacen resistente a la corrosiónpor un largo período de tiempo.",PN 16 bar,,icoaq|icoap,https://www.macplastsrl.it/2534-thickbox_default/collar-de-derivacin-simple-tubera-pe-pvc-acero-hierro-fundido.jpg|https://www.macplastsrl.it/2554-thickbox_default/collar-de-derivacin-simple-tubera-pe-pvc-acero-hierro-fundido.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Casco en fundición esferoidal GJS-500-7según UNI EN 1563, con revestimiento protectivo tipo barnizado epoxídico electrostático (RAL 5005) aplicado a polvo en horno, (sp.250µm), atóxico.  </li><li>Banda de acero inox AISI 304 espesor 1,5 mm revestida con elastómero negro.     </li><li>Guarnición en NBR, dureza 60 shore, vulcanizada en la banda inox y conforme conel DM174/2004 para el uso en instalaciones de agua potable.</li><li>Tornillería de apretamiento en acero inox AISI 304.  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Derivación de conductos plásticos como PE/PVC y conductos rígidos como acero, fundición y fibrocemento. </li><li>Derivación roscada según UNI ISO 228-1.    </li><li>Certificado para el uso en instalaciones para agua potable según el D.M. 174 de2004.</li><li>Ensayado con pruebas a presión en taller. </li><li>Aplicación en todas las superficies, incluso rugosas. </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li> Temperatura de uso -10°C / 60°C. No debe exponerse directamente a la radiaciónsolar (para la conservación de la guarni</li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
</ul></div>"
"COLLAR DE DERIVACIÓN SIMPLE (TUBERÍAS ACERO, HIERRO FUNDIDO, CEMENTO",519,"Collar simple para la derivación de flujode control de conductos de acero, fundición y fibrocemento. Puede emplearse en modo permanente en conductos de agua incluso potable. El uso de la tornillería inoxy un barnizado electrostático de altoespesor lo hacen resistente a la corrosiónpor un largo período de tiempo.",PN 16 bar,,icoaq|icoap,https://www.macplastsrl.it/2536-thickbox_default/collar-de-derivacin-simple-tuberas-acero-hierro-fundido-cemento.jpg|https://www.macplastsrl.it/2552-thickbox_default/collar-de-derivacin-simple-tuberas-acero-hierro-fundido-cemento.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Casco en fundición esferoidal GJS-500-7según UNI EN 1563, con revestimiento protectivo tipo barnizado epoxídico electrostático (RAL 5005) aplicado a polvo en horno, (sp.250µm), atóxico.  </li><li>Banda en acero inox AISI 304 espesor 1,5 mm.     </li><li>Guarnición en NBR, dureza 60 shore, vulcanizada en la banda inox y conforme conel DM174/2004 para el uso en instalaciones de agua potable.</li><li>Tornillería de apretamiento en acero inox AISI 304.  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Derivación de conductos rígidos como acero, fundición y fibrocemento.  </li><li>Derivación roscada según UNI ISO 228-1.    </li><li>Certificado para el uso en instalaciones para agua potable según el D.M. 174 de2004.</li><li>Ensayado con pruebas a presión en taller. </li><li>Aplicación en todas las superficies, incluso rugosas. </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
</ul></div>"
"COLLAR DE DERIVACIÓN SIMPLE CON ABRAZADE  (TUBERÍAS ACERO, HIERRO FUNDIDO, CEMEN",521,"Collar simple con estribo engomadoe para la derivación de flujo de conductos de acero, fundición y fibrocemento. Puede emplearse en modo permanente en conductos deagua incluso potable. El uso de la tornillería inox y un barnizado electrostáticode alto espesor lo hacen resistente a lacorrosión por un largo período de tiempo.",PN 16 bar,,icoaq|icoap,https://www.macplastsrl.it/2538-thickbox_default/collar-de-derivacin-simple-con-abrazade-tuberas-acero-hierro-fundido-cemen.jpg|https://www.macplastsrl.it/2553-thickbox_default/collar-de-derivacin-simple-con-abrazade-tuberas-acero-hierro-fundido-cemen.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Casco en fundición esferoidal GJS-500-7según UNI EN 1563, con revestimiento protectivo tipo barnizado epoxídico electrostático (RAL 5005) aplicado a polvo en horno, (sp.250µm), atóxico.  </li><li>Banda de acero inox AISI 304 espesor 1,5 mm revestida con elastómero negro.     </li><li>Guarnición en NBR, dureza 60 shore, vulcanizada en la banda inox y conforme conel DM174/2004 para el uso en instalaciones de agua potable.</li><li>Tornillería de apretamiento en acero inox AISI 304.  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Normas</h5>
<div class=""rte""><ul>
</ul></div>"
VÁLVULA ANGULAR,522,Válvula angular con terminales roscados para la instalación en instalaciones de agua potable o líquidos residuales no agresivos. Regulación del flujo por medio de rotación del vástago. Disponibile tambiéncon cierre hacia la izquierda. Instalación vertical.,PN 16 bar,,icoaq|icoap,https://www.macplastsrl.it/2540-thickbox_default/vlvula-angular.jpg|https://www.macplastsrl.it/2541-thickbox_default/vlvula-angular.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Cuerpo en aleación esferoidal GJS-500-7con revestimiento protectivo tipo barnizado epoxídico electrostático (esp. 250µm), atóxica.   </li><li>Vástago de acero X20Cr13      </li><li>Obturador y casquillos roscados en latón CW612N  </li><li>Guarniciones y o-ring de estanqueidad en NBR o EPDM a pedido  </li><li>Tornillería en acero galvanizado o acero inox a pedido</li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Dimensiones según EN 558 serie 14.   </li><li>Pruebas de taller y ensayos según EN 12266.   </li><li>Roscados de GAS según EN ISO 228-1.  </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>Temperatura máxima de uso 70°C. A pedido posibilidad de invertir la dirección del sistema de cierre.</li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 558</li>
<li>UNI EN 12266</li>
<li>UNI EN ISO 228-1</li>
</ul></div>"
COLECTORES EN FORMA DE TEE CON TERMINAL SALIDA TUERCA GIRATORIA,223,"Colector de red a TEE de fin de línea conterminal¡ liso para la conexión por medio de soldadura de cabeza o manguito electrosoldable, salidas con tuerca giratoria. Se utiliza principalmente para la conexión de servicios domésticos (contadores).Idóneo para el transporte deagua potable.",PN 16 bar,,icoaq|icoap|icoae,https://www.macplastsrl.it/2500-thickbox_default/colectores-en-forma-de-tee-con-terminal-salida-tuerca-giratoria.jpg|https://www.macplastsrl.it/2501-thickbox_default/colectores-en-forma-de-tee-con-terminal-salida-tuerca-giratoria.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Cuerpo en polietileno alta densidad PE100, virgen de color negro.     </li><li>Salidas de latón CW612N según UNI EN 12168.     </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
<li>ACS C.M. 25.11.02 DGS/SD7A n.571</li>
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Certificado para el uso en instalaciones de agua potable según el D.M. 174 de 2004. </li><li>Probado con pruebas a presión en taller.    </li><li>Salida fija roscada GAS hembra según UNI EN 228-1. </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 12201-2</li>
<li>ISO 4427-2</li>
<li>UNI EN ISO 228-1</li>
</ul></div>"
COLECTORES EN FORMA DE CRUZ CON TERMINAL SALIDA TUERCA GIRATORIA,224,"Colector de red a CRUZ de fin de línea conterminal liso para la conexión por mediode soldadura de cabeza o9 manguito electrosoldable, salidas con tuerca giratoria. Se utiliza principalmente para la conexión de servicios domésticos (contadores).Idóneo para el transporte deagua potable.",PN 16 bar,,icoaq|icoap|icoae,https://www.macplastsrl.it/2502-thickbox_default/colectores-en-forma-de-cruz-con-terminal-salida-tuerca-giratoria.jpg|https://www.macplastsrl.it/2503-thickbox_default/colectores-en-forma-de-cruz-con-terminal-salida-tuerca-giratoria.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Cuerpo en polietileno alta densidad PE100, virgen de color negro.     </li><li>Salidas de latón CW612N según UNI EN 12168.     </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
<li>ACS C.M. 25.11.02 DGS/SD7A n.571</li>
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Certificado para el uso en instalaciones de agua potable según el D.M. 174 de 2004. </li><li>Probado con pruebas a presión en taller.    </li><li>Salida fija roscada GAS hembra según UNI EN 228-1. </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 12201-2</li>
<li>ISO 4427-2</li>
<li>UNI EN ISO 228-1</li>
</ul></div>"
COLECTORES EN FORMA DE TEE CON TERMINALE SALIDA TUERCA GIRATORIA,225,"Colector de servicio a TEE  con terminaleslisos para la conexión por medio de soldadura de cabeza o manguito electrosoldable, salidas con tuerca giratoria. Se utiliza principalmente para la conexión de servicios domésticos (contadores). Idóneo para el transporte deagua potable.",PN 16 bar,,icoaq|icoap|icoae,https://www.macplastsrl.it/2504-thickbox_default/colectores-en-forma-de-tee-con-terminale-salida-tuerca-giratoria.jpg|https://www.macplastsrl.it/2505-thickbox_default/colectores-en-forma-de-tee-con-terminale-salida-tuerca-giratoria.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Cuerpo en polietileno alta densidad PE100, virgen de color negro.     </li><li>Salidas de latón CW612N según UNI EN 12168.     </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
<li>ACS C.M. 25.11.02 DGS/SD7A n.571</li>
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Certificado para el uso en instalaciones de agua potable según el D.M. 174 de 2004. </li><li>Probado con pruebas a presión en taller.    </li><li>Salida fija roscada GAS hembra según UNI EN 228-1. </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 12201-2</li>
<li>ISO 4427-2</li>
<li>UNI EN ISO 228-1</li>
</ul></div>"
COLECTORES EN FORMA DE CRUZ CON TERMINAL SALIDA TUERCA GIRATORIA,226,"Colector de red a CRUZ con terminales lisos para la conexión por medio de soldadura OCE con terminales lisos para laconexión por medi de soldadura de tope o manguito electrosoldable, salidas con tuerca giratoria. Se utiliza principalmente para la conexión de servicios domésticos (contadores). Idóneo para el transporte de aguapotable.",PN 16 bar,,icoaq|icoap|icoae,https://www.macplastsrl.it/2506-thickbox_default/colectores-en-forma-de-cruz-con-terminal-salida-tuerca-giratoria.jpg|https://www.macplastsrl.it/2507-thickbox_default/colectores-en-forma-de-cruz-con-terminal-salida-tuerca-giratoria.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Cuerpo en polietileno alta densidad PE100, virgen de color negro.     </li><li>Salidas de latón CW612N según UNI EN 12168.     </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
<li>PZH POLAND HK/W/0553/01/2012</li>
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Certificado para el uso en instalaciones de agua potable según el D.M. 174 de 2004. </li><li>Probado con pruebas a presión en taller.    </li><li>Salida fija roscada GAS hembra según UNI EN 228-1. </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 12201-2</li>
<li>ISO 4427-2</li>
<li>UNI EN ISO 228-1</li>
</ul></div>"
COLECTORES EN FORMA DE TEE CON TERMINAL SALIDA ROSCA HEMBRA,231,"Colector de red a TEE de fin de línea conterminal liso para la conexión por mediode soldadura de tope o manguito electrosoldable, salidas roscadas. Se utiliza principalmente para la conexión deserviciosdomésticos (contadores). Idóneo para el transporte de agua potable.",PN 16 bar,,icoaq|icoap|icoae,https://www.macplastsrl.it/2508-thickbox_default/colectores-en-forma-de-tee-con-terminal-salida-rosca-hembra.jpg|https://www.macplastsrl.it/2509-thickbox_default/colectores-en-forma-de-tee-con-terminal-salida-rosca-hembra.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Cuerpo en polietileno alta densidad PE100, virgen de color negro.     </li><li>Salidas de latón CW612N según UNI EN 12168.     </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
<li>ACS C.M. 25.11.02 DGS/SD7A n.571</li>
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Certificado para el uso en instalaciones de agua potable según el D.M. 174 de 2004. </li><li>Probado con pruebas a presión en taller.    </li><li>Salida tuerca giratoria roscada GAS hembra según UNI EN 228-1. </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 12201-2</li>
<li>ISO 4427-2</li>
<li>UNI EN ISO 228-1</li>
</ul></div>"
COLECTORES EN FORMA DE CRUZ CON TERMINAL SALIDA ROSCA HEMBRA,233,"Colector de red a CRUZ de fin de línea conterminal liso por medio de soldadura de tope o manguto electrosoldable, salidas roscadas. Se utiliza principalmente para la conexión de servicios domésticos (contadores). Idóneo para el transporte deaguapotable.",PN 16 bar,,icoaq|icoap|icoae,https://www.macplastsrl.it/2510-thickbox_default/colectores-en-forma-de-cruz-con-terminal-salida-rosca-hembra.jpg|https://www.macplastsrl.it/2511-thickbox_default/colectores-en-forma-de-cruz-con-terminal-salida-rosca-hembra.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Cuerpo en polietileno alta densidad PE100, virgen de color negro.     </li><li>Salidas de latón CW612N según UNI EN 12168.     </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
<li>ACS C.M. 25.11.02 DGS/SD7A n.571</li>
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Certificado para el uso en instalaciones de agua potable según el D.M. 174 de 2004. </li><li>Probado con pruebas a presión en taller.    </li><li>Salida tuerca giratoria roscada GAS hembra según UNI EN 228-1. </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 12201-2</li>
<li>ISO 4427-2</li>
<li>UNI EN ISO 228-1</li>
</ul></div>"
COLECTORES EN FORMA DE TEE CON TERMINALE SALIDA ROSCA HEMBRA,235,"Colector de red a TEE con terminales lisospara la conexión por medio de  soldadurade tope o manguito electrosoldable, salidas roscadas. Se utiliza principalmente para la conexión de servicios domésticos (contadores). Idóneo para el transporte de agua potable.",PN 16 bar,,icoaq|icoap|icoae,https://www.macplastsrl.it/2512-thickbox_default/colectores-en-forma-de-tee-con-terminale-salida-rosca-hembra.jpg|https://www.macplastsrl.it/2513-thickbox_default/colectores-en-forma-de-tee-con-terminale-salida-rosca-hembra.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Cuerpo en polietileno alta densidad PE100, virgen de color negro.     </li><li>Salidas de latón CW612N según UNI EN 12168.     </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
<li>ACS C.M. 25.11.02 DGS/SD7A n.571</li>
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Certificado para el uso en instalaciones de agua potable según el D.M. 174 de 2004. </li><li>Probado con pruebas a presión en taller.    </li><li>Salida tuerca giratoria roscada GAS hembra según UNI EN 228-1. </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 12201-2</li>
<li>ISO 4427-2</li>
<li>UNI EN ISO 228-1</li>
</ul></div>"
COLECTORES EN FORMA DE CRUZ CON TERMINAL SALIDA ROSCA HEMBRA,237,"Colector de red a CRUZ con terminales lisos para la conexión por medio de soldadura de tope o manguito electrosoldable, salidas roscadas. Se utiliza principalmentepara la conexión deservicios domésticos (contadores). Idóneo para el transporte de agua potable.",PN 16 bar,,icoaq|icoap|icoae,https://www.macplastsrl.it/2514-thickbox_default/colectores-en-forma-de-cruz-con-terminal-salida-rosca-hembra.jpg|https://www.macplastsrl.it/2515-thickbox_default/colectores-en-forma-de-cruz-con-terminal-salida-rosca-hembra.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Cuerpo en polietileno alta densidad PE100, virgen de color negro.     </li><li>Salidas de latón CW612N según UNI EN 12168.     </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
<li>ACS C.M. 25.11.02 DGS/SD7A n.571</li>
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Certificado para el uso en instalaciones de agua potable según el D.M. 174 de 2004. </li><li>Probado con pruebas a presión en taller.    </li><li>Salida tuerca giratoria roscada GAS hembra según UNI EN 228-1. </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 12201-2</li>
<li>ISO 4427-2</li>
<li>UNI EN ISO 228-1</li>
</ul></div>"
